filename,samplerate
fileid_629.wav,22050
fileid_63.wav,48000
fileid_630.wav,22050
fileid_631.wav,22050
fileid_632.wav,22050
fileid_633.wav,22050
fileid_634.wav,22050
fileid_635.wav,22050
fileid_636.wav,22050
fileid_637.wav,22050
fileid_638.wav,22050
fileid_639.wav,22050
fileid_64.wav,48000
fileid_640.wav,22050
fileid_641.wav,22050
fileid_642.wav,22050
fileid_643.wav,22050
fileid_644.wav,22050
fileid_645.wav,22050
fileid_646.wav,22050
fileid_647.wav,22050
fileid_648.wav,22050
fileid_649.wav,22050
fileid_65.wav,48000
fileid_650.wav,22050
fileid_651.wav,22050
fileid_652.wav,22050
fileid_653.wav,22050
fileid_654.wav,22050
fileid_655.wav,22050
fileid_656.wav,22050
fileid_657.wav,22050
fileid_658.wav,22050
fileid_659.wav,22050
fileid_66.wav,48000
fileid_660.wav,22050
fileid_661.wav,22050
fileid_662.wav,22050
fileid_663.wav,22050
fileid_664.wav,22050
fileid_665.wav,22050
fileid_666.wav,22050
fileid_667.wav,22050
fileid_668.wav,22050
fileid_669.wav,22050
fileid_67.wav,48000
fileid_670.wav,22050
fileid_671.wav,22050
fileid_672.wav,22050
fileid_673.wav,22050
fileid_674.wav,22050
fileid_675.wav,22050
fileid_676.wav,22050
fileid_677.wav,22050
fileid_678.wav,22050
fileid_679.wav,22050
fileid_68.wav,48000
fileid_680.wav,22050
fileid_681.wav,22050
fileid_682.wav,22050
fileid_683.wav,22050
fileid_684.wav,22050
fileid_685.wav,22050
fileid_686.wav,22050
fileid_687.wav,22050
fileid_688.wav,22050
fileid_689.wav,22050
fileid_69.wav,48000
fileid_690.wav,22050
fileid_691.wav,22050
fileid_692.wav,22050
fileid_693.wav,22050
fileid_694.wav,22050
fileid_695.wav,22050
fileid_696.wav,22050
fileid_697.wav,22050
fileid_698.wav,22050
fileid_699.wav,22050
fileid_7.wav,48000
fileid_70.wav,48000
fileid_700.wav,22050
fileid_701.wav,22050
fileid_702.wav,22050
fileid_703.wav,22050
fileid_704.wav,22050
fileid_705.wav,22050
fileid_706.wav,22050
fileid_707.wav,22050
fileid_708.wav,22050
fileid_709.wav,22050
fileid_71.wav,48000
fileid_710.wav,22050
fileid_711.wav,22050
fileid_712.wav,22050
fileid_713.wav,22050
fileid_714.wav,22050
fileid_715.wav,22050
fileid_716.wav,22050
fileid_717.wav,16000
fileid_718.wav,16000
fileid_719.wav,16000
fileid_72.wav,48000
fileid_720.wav,16000
fileid_721.wav,16000
fileid_722.wav,16000
fileid_723.wav,16000
fileid_724.wav,16000
fileid_725.wav,16000
fileid_726.wav,16000
fileid_727.wav,16000
fileid_728.wav,16000
fileid_729.wav,16000
fileid_73.wav,48000
fileid_730.wav,16000
fileid_731.wav,16000
fileid_732.wav,16000
fileid_733.wav,16000
fileid_734.wav,16000
fileid_735.wav,16000
fileid_736.wav,16000
fileid_737.wav,16000
fileid_738.wav,16000
fileid_739.wav,16000
fileid_74.wav,48000
fileid_740.wav,16000
fileid_741.wav,16000
fileid_742.wav,16000
fileid_743.wav,16000
fileid_744.wav,16000
fileid_745.wav,16000
fileid_746.wav,16000
fileid_747.wav,16000
fileid_748.wav,16000
fileid_749.wav,16000
fileid_75.wav,48000
fileid_750.wav,16000
fileid_751.wav,16000
fileid_752.wav,16000
fileid_753.wav,16000
fileid_754.wav,16000
fileid_755.wav,16000
fileid_756.wav,16000
fileid_757.wav,16000
fileid_758.wav,16000
fileid_759.wav,16000
fileid_76.wav,48000
fileid_760.wav,16000
fileid_761.wav,16000
fileid_762.wav,16000
fileid_763.wav,16000
fileid_764.wav,16000
fileid_765.wav,16000
fileid_766.wav,16000
fileid_767.wav,16000
fileid_768.wav,16000
fileid_769.wav,16000
fileid_77.wav,48000
fileid_770.wav,16000
fileid_771.wav,16000
fileid_772.wav,16000
fileid_773.wav,16000
fileid_774.wav,16000
fileid_775.wav,16000
fileid_776.wav,16000
fileid_777.wav,16000
fileid_778.wav,16000
fileid_779.wav,16000
fileid_78.wav,48000
fileid_780.wav,16000
fileid_781.wav,16000
fileid_782.wav,16000
fileid_783.wav,16000
fileid_784.wav,16000
fileid_785.wav,16000
fileid_786.wav,16000
fileid_787.wav,16000
fileid_788.wav,16000
fileid_789.wav,16000
fileid_79.wav,48000
fileid_790.wav,16000
fileid_791.wav,16000
fileid_792.wav,16000
fileid_793.wav,16000
fileid_794.wav,16000
fileid_795.wav,16000
fileid_796.wav,16000
fileid_797.wav,16000
fileid_798.wav,16000
fileid_799.wav,16000
fileid_8.wav,48000
fileid_80.wav,48000
fileid_800.wav,16000
fileid_801.wav,16000
fileid_802.wav,16000
fileid_803.wav,16000
fileid_804.wav,16000
fileid_805.wav,16000
fileid_806.wav,16000
fileid_807.wav,16000
fileid_808.wav,16000
fileid_809.wav,16000
fileid_81.wav,48000
fileid_810.wav,16000
fileid_811.wav,16000
fileid_812.wav,16000
fileid_813.wav,16000
fileid_814.wav,16000
fileid_815.wav,16000
fileid_816.wav,16000
fileid_817.wav,16000
fileid_818.wav,16000
fileid_819.wav,16000
fileid_82.wav,48000
fileid_820.wav,16000
fileid_821.wav,16000
fileid_822.wav,16000
fileid_823.wav,16000
fileid_824.wav,16000
fileid_825.wav,16000
fileid_826.wav,16000
fileid_827.wav,16000
fileid_828.wav,16000
fileid_829.wav,16000
fileid_83.wav,48000
fileid_830.wav,16000
fileid_831.wav,16000
fileid_832.wav,16000
fileid_833.wav,16000
fileid_834.wav,16000
fileid_835.wav,16000
fileid_836.wav,16000
fileid_837.wav,16000
fileid_838.wav,16000
fileid_839.wav,16000
fileid_84.wav,48000
fileid_840.wav,16000
fileid_841.wav,16000
fileid_842.wav,16000
fileid_843.wav,16000
fileid_844.wav,16000
fileid_845.wav,16000
fileid_846.wav,16000
fileid_847.wav,16000
fileid_848.wav,16000
fileid_849.wav,16000
fileid_85.wav,48000
fileid_850.wav,16000
fileid_851.wav,16000
fileid_852.wav,16000
fileid_853.wav,16000
fileid_854.wav,16000
fileid_855.wav,16000
fileid_856.wav,16000
fileid_857.wav,16000
fileid_858.wav,16000
fileid_859.wav,8000
fileid_86.wav,48000
fileid_860.wav,8000
fileid_861.wav,8000
fileid_862.wav,8000
fileid_863.wav,8000
fileid_864.wav,8000
fileid_865.wav,8000
fileid_866.wav,8000
fileid_867.wav,8000
fileid_868.wav,8000
fileid_869.wav,8000
fileid_87.wav,48000
fileid_870.wav,8000
fileid_871.wav,8000
fileid_872.wav,8000
fileid_873.wav,8000
fileid_874.wav,8000
fileid_875.wav,8000
fileid_876.wav,8000
fileid_877.wav,8000
fileid_878.wav,8000
fileid_879.wav,8000
fileid_88.wav,48000
fileid_880.wav,8000
fileid_881.wav,8000
fileid_882.wav,8000
fileid_883.wav,8000
fileid_884.wav,8000
fileid_885.wav,8000
fileid_886.wav,8000
fileid_887.wav,8000
fileid_888.wav,8000
fileid_889.wav,8000
fileid_89.wav,48000
fileid_890.wav,8000
fileid_891.wav,8000
fileid_892.wav,8000
fileid_893.wav,8000
fileid_894.wav,8000
fileid_895.wav,8000
fileid_896.wav,8000
fileid_897.wav,8000
fileid_898.wav,8000
fileid_899.wav,8000
fileid_9.wav,48000
fileid_90.wav,48000
fileid_900.wav,8000
fileid_901.wav,8000
fileid_902.wav,8000
fileid_903.wav,8000
fileid_904.wav,8000
fileid_905.wav,8000
fileid_906.wav,8000
fileid_907.wav,8000
fileid_908.wav,8000
fileid_909.wav,8000
fileid_91.wav,48000
fileid_910.wav,8000
fileid_911.wav,8000
fileid_912.wav,8000
fileid_913.wav,8000
fileid_914.wav,8000
fileid_915.wav,8000
fileid_916.wav,8000
fileid_917.wav,8000
fileid_918.wav,8000
fileid_919.wav,8000
fileid_92.wav,48000
fileid_920.wav,8000
fileid_921.wav,8000
fileid_922.wav,8000
fileid_923.wav,8000
fileid_924.wav,8000
fileid_925.wav,8000
fileid_926.wav,8000
fileid_927.wav,8000
fileid_928.wav,8000
fileid_929.wav,8000
fileid_93.wav,48000
fileid_930.wav,8000
fileid_931.wav,8000
fileid_932.wav,8000
fileid_933.wav,8000
fileid_934.wav,8000
fileid_935.wav,8000
fileid_936.wav,8000
fileid_937.wav,8000
fileid_938.wav,8000
fileid_939.wav,8000
fileid_94.wav,48000
fileid_940.wav,8000
fileid_941.wav,8000
fileid_942.wav,8000
fileid_943.wav,8000
fileid_944.wav,8000
fileid_945.wav,8000
fileid_946.wav,8000
fileid_947.wav,8000
fileid_948.wav,8000
fileid_949.wav,8000
fileid_95.wav,48000
fileid_950.wav,8000
fileid_951.wav,8000
fileid_952.wav,8000
fileid_953.wav,8000
fileid_954.wav,8000
fileid_955.wav,8000
fileid_956.wav,8000
fileid_957.wav,8000
fileid_958.wav,8000
fileid_959.wav,8000
fileid_96.wav,48000
fileid_960.wav,8000
fileid_961.wav,8000
fileid_962.wav,8000
fileid_963.wav,8000
fileid_964.wav,8000
fileid_965.wav,8000
fileid_966.wav,8000
fileid_967.wav,8000
fileid_968.wav,8000
fileid_969.wav,8000
fileid_97.wav,48000
fileid_970.wav,8000
fileid_971.wav,8000
fileid_972.wav,8000
fileid_973.wav,8000
fileid_974.wav,8000
fileid_975.wav,8000
fileid_976.wav,8000
fileid_977.wav,8000
fileid_978.wav,8000
fileid_979.wav,8000
fileid_98.wav,48000
fileid_980.wav,8000
fileid_981.wav,8000
fileid_982.wav,8000
fileid_983.wav,8000
fileid_984.wav,8000
fileid_985.wav,8000
fileid_986.wav,8000
fileid_987.wav,8000
fileid_988.wav,8000
fileid_989.wav,8000
fileid_99.wav,48000
fileid_990.wav,8000
fileid_991.wav,8000
fileid_992.wav,8000
fileid_993.wav,8000
fileid_994.wav,8000
fileid_995.wav,8000
fileid_996.wav,8000
fileid_997.wav,8000
fileid_998.wav,8000
fileid_999.wav,8000
